"grid_id","grouping"
100089596,"flat_states"
100089597,"flat_states"
100089598,"flat_states"
100089599,"flat_states"
100089600,"flat_states"
100089601,"flat_states"
100089602,"flat_states"
100130390,"flat_states"
100130391,"flat_states"
100130392,"flat_states"
100130393,"flat_states"
100130394,"flat_states"
100130395,"flat_states"
100130427,"flat_states"
100130428,"flat_states"
100130429,"flat_states"
100130430,"flat_states"
100130432,"flat_states"
100130433,"flat_states"
100130434,"flat_states"
100130435,"flat_states"
100130436,"flat_states"
100130437,"flat_states"
100130438,"flat_states"
100130439,"flat_states"
100130440,"flat_states"
100130479,"flat_states"
100130480,"flat_states"
100130481,"flat_states"
100130482,"flat_states"
100131073,"flat_states"
100131074,"flat_states"
100131075,"flat_states"
100131076,"flat_states"
100131077,"flat_states"
100131078,"flat_states"
100131079,"flat_states"
100131080,"flat_states"
100131081,"flat_states"
100131082,"flat_states"
100131083,"flat_states"
100131084,"flat_states"
100131155,"flat_states"
100131156,"flat_states"
100131157,"flat_states"
100131158,"flat_states"
100131159,"flat_states"
100131160,"flat_states"
100131161,"flat_states"
100131162,"flat_states"
100131163,"flat_states"
100131164,"flat_states"
100131165,"flat_states"
100131166,"flat_states"
100131167,"flat_states"
100131168,"flat_states"
100131169,"flat_states"
100131171,"flat_states"
100131172,"flat_states"
100131173,"flat_states"
100131174,"flat_states"
100131175,"flat_states"
100131176,"flat_states"
100131177,"flat_states"
100131178,"flat_states"
100131179,"flat_states"
100131180,"flat_states"
100131320,"flat_states"
100131321,"flat_states"
100131322,"flat_states"
100131323,"flat_states"
100131324,"flat_states"
100131325,"flat_states"
100131326,"flat_states"
100131327,"flat_states"
100131699,"flat_states"
100131700,"flat_states"
100131734,"flat_states"
100131735,"flat_states"
100131736,"flat_states"
100131737,"flat_states"
100131738,"flat_states"
100131739,"flat_states"
100131778,"flat_states"
100131779,"flat_states"
100131780,"flat_states"
100131781,"flat_states"
100131782,"flat_states"
100131783,"flat_states"
100131784,"flat_states"
100131785,"flat_states"
100131786,"flat_states"
100131825,"flat_states"
100131826,"flat_states"
100131827,"flat_states"
100131828,"flat_states"
100131829,"flat_states"
100131830,"flat_states"
100131831,"flat_states"
100131865,"flat_states"
100131866,"flat_states"
100131867,"flat_states"
100131868,"flat_states"
100131869,"flat_states"
100131870,"flat_states"
100131871,"flat_states"
100131872,"flat_states"
100132214,"flat_states"
100132215,"flat_states"
100132216,"flat_states"
100132217,"flat_states"
100132218,"flat_states"
100132219,"flat_states"
100132220,"flat_states"
100132222,"flat_states"
100132223,"flat_states"
100132224,"flat_states"
100132225,"flat_states"
100132226,"flat_states"
100132228,"flat_states"
100132229,"flat_states"
100132230,"flat_states"
100132231,"flat_states"
100132232,"flat_states"
100132233,"flat_states"
100132234,"flat_states"
100132235,"flat_states"
100132236,"flat_states"
100132237,"flat_states"
100132238,"flat_states"
100132239,"flat_states"
100132240,"flat_states"
100132241,"flat_states"
100132242,"flat_states"
100132243,"flat_states"
100132244,"flat_states"
100132245,"flat_states"
100132246,"flat_states"
100132247,"flat_states"
100132248,"flat_states"
100132249,"flat_states"
100132605,"flat_states"
100132606,"flat_states"
